,medianhome,nitric,crime,industry,rooms,oldbuild,nearhighway,propertytax,studentteacher,lowerstatus
230,24300.0,0.504,0.537,6.2,5.981,68.1,8,307.0,17.4,11.65
231,31700.0,0.504,0.46296000000000004,6.2,7.412,76.9,8,307.0,17.4,5.25
232,41700.0,0.507,0.57529,6.2,8.337,73.3,8,307.0,17.4,2.47
233,48300.0,0.507,0.33147,6.2,8.247,70.4,8,307.0,17.4,3.95
234,29000.0,0.507,0.44791000000000003,6.2,6.726,66.5,8,307.0,17.4,8.05
235,24000.0,0.507,0.33045,6.2,6.086,61.5,8,307.0,17.4,10.88
236,25100.0,0.507,0.52058,6.2,6.631,76.5,8,307.0,17.4,9.54
237,31500.0,0.507,0.51183,6.2,7.358,71.6,8,307.0,17.4,4.73
238,23700.0,0.428,0.08244,4.93,6.481,18.5,6,300.0,16.6,6.36
239,23300.0,0.428,0.09252,4.93,6.606,42.2,6,300.0,16.6,7.37
240,22000.0,0.428,0.11329000000000002,4.93,6.897,54.3,6,300.0,16.6,11.38
241,20100.0,0.428,0.10612,4.93,6.095,65.1,6,300.0,16.6,12.4
242,22200.0,0.428,0.1029,4.93,6.358,52.9,6,300.0,16.6,11.22
243,23700.0,0.428,0.12757000000000002,4.93,6.393,7.8,6,300.0,16.6,5.19
244,17600.0,0.431,0.20608,5.86,5.593,76.5,7,330.0,19.1,12.5
245,18500.0,0.431,0.19133,5.86,5.605,70.2,7,330.0,19.1,18.46
246,24300.0,0.431,0.33983,5.86,6.108,34.9,7,330.0,19.1,9.16
247,20500.0,0.431,0.19657,5.86,6.226,79.2,7,330.0,19.1,10.15
248,24500.0,0.431,0.16439,5.86,6.433,49.1,7,330.0,19.1,9.52
249,26200.0,0.431,0.19072999999999998,5.86,6.718,17.5,7,330.0,19.1,6.56
250,24400.0,0.431,0.1403,5.86,6.487,13.0,7,330.0,19.1,5.9
251,24800.0,0.431,0.21409,5.86,6.438,8.9,7,330.0,19.1,3.59
252,29600.0,0.431,0.08221,5.86,6.957,6.8,7,330.0,19.1,3.53
253,42800.0,0.431,0.36894,5.86,8.259,8.4,7,330.0,19.1,3.54
254,21900.0,0.392,0.04819,3.64,6.108,32.0,1,315.0,16.4,6.57
255,20900.0,0.392,0.035480000000000005,3.64,5.876,19.1,1,315.0,16.4,9.25
256,44000.0,0.394,0.015380000000000001,3.75,7.454,34.2,3,244.0,15.9,3.11
257,50000.0,0.647,0.61154,3.97,8.704,86.9,5,264.0,13.0,5.12
258,36000.0,0.647,0.66351,3.97,7.333,100.0,5,264.0,13.0,7.79
259,30100.0,0.647,0.65665,3.97,6.842,100.0,5,264.0,13.0,6.9
260,33800.0,0.647,0.5401100000000001,3.97,7.203,81.8,5,264.0,13.0,9.59
261,43100.0,0.647,0.5341199999999999,3.97,7.52,89.4,5,264.0,13.0,7.26
262,48800.0,0.647,0.5201399999999999,3.97,8.398,91.5,5,264.0,13.0,5.91
263,31000.0,0.647,0.82526,3.97,7.327,94.5,5,264.0,13.0,11.25
264,36500.0,0.647,0.55007,3.97,7.206,91.6,5,264.0,13.0,8.1
265,22800.0,0.647,0.76162,3.97,5.56,62.8,5,264.0,13.0,10.45
266,30700.0,0.647,0.7857,3.97,7.014,84.6,5,264.0,13.0,14.79
267,50000.0,0.575,0.57834,3.97,8.297,67.0,5,264.0,13.0,7.44
268,43500.0,0.575,0.5405,3.97,7.47,52.6,5,264.0,13.0,3.16
269,20700.0,0.464,0.09065,6.96,5.92,61.5,3,223.0,18.6,13.65
270,21100.0,0.464,0.29916,6.96,5.856,42.1,3,223.0,18.6,13.0
271,25200.0,0.464,0.16211,6.96,6.24,16.3,3,223.0,18.6,6.59
272,24400.0,0.464,0.1146,6.96,6.538,58.7,3,223.0,18.6,7.73
273,35200.0,0.464,0.22188000000000002,6.96,7.691,51.8,3,223.0,18.6,6.58
274,32400.0,0.447,0.05644,6.41,6.758,32.9,4,254.0,17.6,3.53
275,32000.0,0.447,0.09604,6.41,6.854,42.8,4,254.0,17.6,2.98
276,33200.0,0.447,0.10469,6.41,7.267,49.0,4,254.0,17.6,6.05
277,33100.0,0.447,0.061270000000000005,6.41,6.826,27.6,4,254.0,17.6,4.16
278,29100.0,0.447,0.07977999999999999,6.41,6.482,32.1,4,254.0,17.6,7.19
279,35100.0,0.4429,0.21038,3.33,6.812,32.2,5,216.0,14.9,4.85
280,45400.0,0.4429,0.03578,3.33,7.82,64.5,5,216.0,14.9,3.76
281,35400.0,0.4429,0.03705,3.33,6.968,37.2,5,216.0,14.9,4.59
282,46000.0,0.4429,0.06129,3.33,7.645,49.7,5,216.0,14.9,3.01
283,50000.0,0.401,0.015009999999999999,1.21,7.923,24.8,1,198.0,13.6,3.16
284,32200.000000000004,0.4,0.009059999999999999,2.97,7.088,20.8,1,285.0,15.3,7.85
285,22000.0,0.389,0.01096,2.25,6.453,31.9,1,300.0,15.3,8.23
286,20100.0,0.385,0.01965,1.76,6.23,31.5,1,241.0,18.2,12.93
287,23200.0,0.405,0.03871,5.32,6.209,31.3,6,293.0,16.6,7.14
288,22300.0,0.405,0.0459,5.32,6.315,45.6,6,293.0,16.6,7.6
289,24800.0,0.405,0.04297,5.32,6.565,22.9,6,293.0,16.6,9.51
290,28500.0,0.411,0.035019999999999996,4.95,6.861,27.9,4,245.0,19.2,3.33
291,37300.0,0.411,0.07886,4.95,7.148,27.7,4,245.0,19.2,3.56
292,27900.0,0.411,0.03615,4.95,6.63,23.4,4,245.0,19.2,4.7
293,23900.0,0.437,0.08265,13.92,6.127,18.4,4,289.0,16.0,8.58
294,21700.0,0.437,0.08199,13.92,6.009,42.3,4,289.0,16.0,10.4
295,28600.0,0.437,0.12932000000000002,13.92,6.678,31.1,4,289.0,16.0,6.27
296,27100.0,0.437,0.053720000000000004,13.92,6.549,51.0,4,289.0,16.0,7.39
297,20300.0,0.437,0.14103,13.92,5.79,58.0,4,289.0,16.0,15.84
298,22500.0,0.4,0.06466000000000001,2.24,6.345,20.1,5,358.0,14.8,4.97
299,29000.0,0.4,0.05561,2.24,7.041,10.0,5,358.0,14.8,4.74
300,24800.0,0.4,0.04417,2.24,6.871,47.4,5,358.0,14.8,6.07
301,22000.0,0.433,0.03537,6.09,6.59,40.4,7,329.0,16.1,9.5
302,26400.0,0.433,0.09266,6.09,6.495,18.4,7,329.0,16.1,8.67
303,33100.0,0.433,0.1,6.09,6.982,17.7,7,329.0,16.1,4.86
304,36100.0,0.472,0.05515,2.18,7.236,41.1,7,222.0,18.4,6.93
305,28400.0,0.472,0.05479,2.18,6.616,58.1,7,222.0,18.4,8.93
306,33400.0,0.472,0.07503,2.18,7.42,71.9,7,222.0,18.4,6.47
307,28200.0,0.472,0.049319999999999996,2.18,6.849,70.3,7,222.0,18.4,7.53
308,22800.0,0.544,0.49298000000000003,9.9,6.635,82.5,4,304.0,18.4,4.54
309,20300.0,0.544,0.3494,9.9,5.972,76.7,4,304.0,18.4,9.97
310,16100.000000000002,0.544,2.63548,9.9,4.973,37.8,4,304.0,18.4,12.64
311,22100.0,0.544,0.7904100000000001,9.9,6.122,52.8,4,304.0,18.4,5.98
312,19400.0,0.544,0.26169000000000003,9.9,6.023,90.4,4,304.0,18.4,11.72
313,21600.0,0.544,0.26938,9.9,6.266,82.8,4,304.0,18.4,7.9
314,23800.0,0.544,0.3692,9.9,6.567,87.3,4,304.0,18.4,9.28
315,16200.0,0.544,0.25356,9.9,5.705,77.7,4,304.0,18.4,11.5
316,17800.0,0.544,0.31827,9.9,5.914,83.2,4,304.0,18.4,18.33
317,19800.0,0.544,0.24522,9.9,5.782,71.7,4,304.0,18.4,15.94
318,23100.0,0.544,0.40202,9.9,6.382,67.2,4,304.0,18.4,10.36
319,21000.0,0.544,0.47547,9.9,6.113,58.8,4,304.0,18.4,12.73
320,23800.0,0.493,0.1676,7.38,6.426,52.3,5,287.0,19.6,7.2
321,23100.0,0.493,0.18159,7.38,6.376,54.3,5,287.0,19.6,6.87
322,20400.0,0.493,0.35114,7.38,6.041,49.9,5,287.0,19.6,7.7
